restaurant_id;user;title;text;visit_date;score;response
10. Bokoto;raimon73;Excelente en todo;Primera vez que probamos , pero no sera la ultima, resaltar el excelente servicio recibido, la calidad altisima de sus productos, sobretodo el punto del arroz, para mi clave en este tipo de comida, ensalada excelente, salmón buenisimo, en fin una delicia, la atención del camarero de la primera planta excelente, un 10 para todo el conjunto, hoy dia no es facil, excelente faena.;2018-12;4;Estimado Raimon, muchísimas gracias por dejar esta fantástica reseña sobre nuestro restaurante, atención y comida. Comentarios como el tuyo dan sentido a nuestro esfuerzo diario por conseguir un servicio y una gastronomía de calidad, que es nuestra meta final.\n¡Nos vemos en Bokoto! Hasta pronto\n
10. Bokoto;miguel_aams;Definición: Explosión de sabores;El Bokoto es de esos sitios que te sorprenden y te hacen descubrir que realmente si te gusta la comida japonesa.\nHasta que llegué a este restaurante para mi, la comida japonesa era una gran variedad de arroz y pescados crudos y me equivocaba.\nTotalmente recomendable el roll Dragón y el de Esqueixada.\nSi quieres llevarte una variada experiencia prueba el menú de navidad de 35€ (bebidas no incluidas).\n\nLos camareros y una buena compañía rematan una experiencia 360 grados.\n\n#NavidadBokoto2018\n#BokotoNadal2018;2018-12;5;En nombre de todo el equipo Bokoto, te agradecemos tu buena opinión sobre nuestro establecimiento. \nOpiniones como la suya nos dan ánimos a seguir cada día trabajando en la búsqueda de la excelencia en el servicio.\n¡Hasta la próxima!
10. Bokoto;AlexPociello;El mejor restaurante que he ido;Es lo mejor de lo mejor, el salmon esta buenísimo. El mejor postre que he probado en mi vida a sido su cheese cake. ;2018-12;5;Estimado Alex.\nGracias por tus recomendaciones y por compartir tu buena opinión sobre Bokoto con el mundo de los viajeros de TripAdvisor.\nEsperamos volver a contar con tu visita en próximas ocasiones.\nRecibe un cordial Saludo.\n
11. Roma Lleida;Joaquín Parull S;Un buen rato en familia;Comida buena, abundante y trato agradable\nGran variedad de tostadas y unas patatas bravas buenas, para mí gusto les faltaría un poco más de picante;2019-10;5;
11. Roma Lleida;adelapadilla;Precio y calidad muy bueno;Calidad precio muy buena, las patatas buenísimas, pedimos la salsa a parte porque no nos gusta mucho el picante y no quisimos arriesgar, los bocadillos buenísimos y se puede pedir o bocadillos medios o enteros y con las tapas igual ;2019-11;5;
11. Roma Lleida;Osscarfont;Las mejores bravas de Lleida en un ambiente popular.;En Lleida bravas es sinónimo de Roma.\nIdeal para reuniones con amigos, raciones y tapas. Siempre con mucho ambiente. También menú del dia. Para ni gusto raciones demasiado grandes.;2019-10;4;
11. Roma Lleida;María M;Comida abundante a buen precio;Comida bastante casera abundante y a muy bien precio\nLo peor es que es muuuuuy ruidoso\nLo mejor las patatas bravas y el personal muy amable \nSitio ideal si no te importa el ruido para ir a tomar unas raciones con amigos ;2019-10;4;
11. Roma Lleida;Aureli C;Almuerzo con sorpresa;He estado esta mañana a comer un bocata muy bueno pero ja que estaba donde dicen son las mejores bradas de lleida,me pido media racion mi sorpresa crudas recalentadas al microondas,que jo lo he visto.y las patatas incomibled les faltaba la freidora.si no la quieres encendet no des patatas.la temperatura del micro no es de la freidora horrorosas.que pena no cuiden los detalles.se llena la caja igual.por lo demas bien servicio bien precio bien.volvere pero de brabas nada.espero se me cure pronto la quemada en la boca.;2019-10;3;
11. Roma Lleida;fenja23;Las mejores bravas de Lleida;Es un bar de los de toda la vida, nada más ni nada menos. El ambiente es genial y la comida está buena. Las porciones están bien y te las sirven al momento. Muy pocas cosas están hechas con antelación, pero no por eso se tardan mucho en traerlas a la mesa. Igual puedes comerte un churrasco como tomarte un café. A mi me gustó y está bien en relación calidad precio!;2019-10;4;
11. Roma Lleida;Eduard A;Apetecible;Comida buena, buen trato. Patatas y croquetas más que recomendadas. Cuidado con las raciones ya que son grandes.;2019-09;4;
11. Roma Lleida;R9212QEvanessav;Dia a dia;Comida buena, trato bueno eso si para mi para un día de cada bien, patatas y croquetas geniales, lo recomiendo. ;2019-09;3;
11. Roma Lleida;albertagusti;Mítico;Bar típico en la ciudad.\nMe sabé mal ponerle 3 estrellas pero aunque sea mitico y nunca dejare de irvm al Roma se nota un cambio del producto y una perdida de càlidad durante los últimos meses. ;2019-09;3;
11. Roma Lleida;Lexmmo;Mucha cantidad;Bien. Cantidades desmesuradas para unos primerizos. Sabemos que si volvemos hay que cortarse a la hora de pedir. Calidad buena pero no excelente y precio más que razonable.\nRecomendable para un día a día.;2019-08;4;
11. Roma Lleida;MariaTRG;Muy bueno!;Sitio donde se come muy bien! Sobretodo hay que probar las patatas bravas!!! El único pero que pondría es que es muy ruidoso ya que normalmente van grupos de amigos. ;2019-09;4;
11. Roma Lleida;jcanalitos;Mi primer gatillazo tras muchos años.;Que conste que me duele mucho tener que hacer esta crítica, tras años de devoción por su servicio y sus bravas (las mejores del mundo mundial), pero para ser sinceros con los demas usuarios de TA hay que hacerla.\nMe incorpore a una comida de familia algo mas tarde y comi de las sobras de los demas. Pero no me queria ir sin pedirme una ración de bravas. Menudo chasco me lleve al provar la primera patata, recalentada de micro i gomosa.\nA partir de ahora si no son horas muy concurridas, tal vez sera mejor preguntar si estan recien hechas.;2019-08;3;Gracias por su comentario jcanalitos. Solo pedirle mil disculpas si no encontró las bravas a su gusto. Es verdad que cuando al bar se acumula tanta gente es complicado gestionarlo todo bien. Le esperamos de nuevo para que nos des otra oportunidad que seguro que no le fallaremos.
11. Roma Lleida;mequifayon;Cantidad y buen precio;Hoy hemos ido a comer en familia, lugar de aspecto algo antiguo, pero lo importante es la comida y el servicio, platos, tapas, torradas, bocadillos y mucho mas a buen precio, buen servicio y abundante cantidad, vamos que con hambre no te quedas,recomendado si vas a comer reservar ya que suelo estar lleno y esto es la señal de buen lugar para comer, recomendado cien por cien y seguro volveremos;2019-08;4;
11. Roma Lleida;mar_aisabeln2017;Recomendable 100%;Restaurante lejos de la zona turística y vimos buenas opiniones sobre el y decidimos pasarnos. Buena atención y comida muy rica. Pedimos las famosas bravas, ración más que generosa, y un bocadillo (enorme y abundante de ingredientes), sin duda un acierto. Recomendaría que fueran a probarlo.;2019-08;4;
11. Roma Lleida;angelsanse2019;Buen tapeo;Siguiendo recomendaciones de Youtube y TripAdvisor decidimos pasar a la hora de comer y genial.\nAtención normal y cantidades grandes.\nTenían menú del día pero nos decidimos por sus famosas bravas,bocatas y montados.\nRecomendable para la visita a la ciudad.;2019-08;4;Muchas gracias por su comentario y por la visita. Hasta la proxima.
11. Roma Lleida;Meggles57;Not to be missed;Never have I had someone tell me I was ordering too much, but he was right. The portions are huge and the flavours wonderful, everything we ate was delicious. The patatas bravas are the best I have ever tasted. Price was fantastic, we spent 35 euros and walked out totally replete and that was with a few beers and a tip. Great value.;2019-06;5;
11. Roma Lleida;J1008RDvirginie;Très bon rapport qualité/prix;Petite pause en cours de trajet vers les vacances bien agréable. Nous avons suivi les avis de tripadvisor et nous n'avons pas été déçus. L'extérieur ne paie pas de mine mais l'acceuil est chaleureux, le service rapide, tous les plats servis copieux et très bons et la note très raisonnable! Un vrai bon resto typique.;2019-08;5;
11. Roma Lleida;taffybach;Superb local atmospheric bar;Great atmosphere and the place was full of locals. Good tapas, good beer and friendly (but busy) staff. Highly recommended. Stuffed with tapas and a drink each for 21 euros. Superb. ;2019-08;5;
11. Roma Lleida;Guismodri;Cantidades generosas;Camareros muy amables, cantidades muy muy generosa su la comida está muy buena.\nMenús, tapas, torradas, etc....\nLo único es que a veces hay mucho ruido de tanta gente que va.;2019-08;5;
11. Roma Lleida;GabrielaPorElMundo;Perfecto!!!;Buen sitio sí te apetece comer unas raciones enormes y de calidad.\nTodo muy bien, relación calidad precio más que razonable...\nTienen menu del día por11,50€ entré semana que tenía buena pinta, nosotros nos decidimos por las raciones que fue todo un acertó.\nVolvemos seguro!!!;2019-08;5;
11. Roma Lleida;Roilb82;Buenas tapas;Uno de los bares de tapas mas emblematicos de la ciudad. Hacen las mejores patatas bravas. Las tapas son abundantes y de buena calidad a buen precio.;2019-07;5;
11. Roma Lleida;Carlosf6611;Gran acierto. Comida casera y sitio con encanto;Uno de esos lugares míticos, de toda la vida con precios razonables, raciones grandes y buena calidad. Servicio lento, pero asumible!.;2019-07;5;
11. Roma Lleida;TrailBlazer265349;Buena relacion calidad cantidad precio;Las bravas buenisimas y abundantes. Los bocadillos sabrosos y enormes. Estuvimos en familia este viernes a mediodia y nos atendieron muy bien pese a estar a tope el bar. Temperatura del local perfecta. Lo recomiendo como bar de barrio de calidad.;2019-07;5;
11. Roma Lleida;Neus G;Bar espectacular;Bravas espectaculares, y los calamares a la andaluza. Torradas también muy muy muy buenas. Visita obligada en Lleida;2019-07;5;
11. Roma Lleida;Sisket;Muy buen sitio para tapear. Mala sonoridad del local.;Para mi uno de los mejores sitios donde comer unas tapas a un buen precio. El menú de mediodía está muy bien calidad precio. Lo único que no me gusta del local es su sonoridad. Deberían poner algunas placa para absorber el sonido, cuando está lleno (que siempre lo está) el ruido de la gente hablando es muy agobiante.;2019-06;4;
11. Roma Lleida;Isabel de vacac... M;Buenos platos;Una esqueixada muy buena con producto de muy buena calidad. \nMuy amables.\n Un local de barrio que merece la pena probar. \nCalidad/precio muy buena.;2019-06;5;
11. Roma Lleida;lleidataaaa;Mal día;No sé si han cambiado de cociner@ pero fuimos a comer hace unas semanas y la calidad dejaba bastante que desear. Bravas aceitosas con la patata cruda y la salsa demasiado espesa, calamares andaluza sosos y poco crujientes. Como si todo se hubiera frito con el aceite poco caliente. Tardaré en volver...en Lleida ya hay varias opciones donde tapear y comer bravas de calidad ;2019-05;2;Gracias por dejar su comentario y le pido mil disculpas si no lo encontró de su agrado, seguimos igual, trabajando de hace muchos años con la misma gente intentando que todo salga bien pero puede pasar que tengamos algún “Mal día”. Le esperamos de nuevo pronto. Gracias
11. Roma Lleida;inesgali;Bueno y barato;Es un bar para ir con amigos a comer unas tapas buenas y baratas.\nSobretodo recomiendo las bravas.\nPero no esperes encontrar un bar chic.;2019-04;5;
11. Roma Lleida;romyp980;Imbattable rapport/qualité prix;Pose déjeuner pris en jour de semaine. Menu tout compris : apéritif, entrée, plats, desserts, vin, café, pain et service à moins de 12€. Servi copieusement, des assaisonnement simple mais efficace. Ce n'est pas des produits frais, mais la cuisine propose des plats très convenable pour les budgets modestes. Ambiance bar/café de quartier, style PMU mais ne vous laissez pas freiner par les apparences, c'est bon et convivial.;2019-06;4;
11. Roma Lleida;AdrianoGP89;Muy bueno y rápido;Tapas y bocadillos muy buenos. Las bravas las mejores \nPedimos varias tapas y todas abundantes. Frecuentado por gente joven;2019-06;5;
11. Roma Lleida;sergimart;Tapas;Buen sitio para ir de tapas, raciones grandes y muy buen servicio. Suele estar bastante lleno, pero te tomas una cerveza en la barra para esperar y pasa el tiempo rápido.;2019-05;4;
11. Roma Lleida;Mª CARMEN B;Buenísimo;Fui con mi familia a pasar el día a Lleida, busqué en tripadvisor restaurantes y encontré este entre muchos, porque vi buena puntuación, como yo vivo a una hora de Lleida, llamé para reservar. Pedimos tres menús del día y media tapa de patatas bravas y realmente buenísimo, 100% recomendado, con un menú comen dos personas, platos muy buenos y abundantes. Seguro que volveremos.;2019-05;5;
11. Roma Lleida;6906_jsg;Fira de Titelles;Hemos venido a pasar el día para visitar la Fira de Titelles. A la hora de comer hemos buscado opciones económicas y hemos encontrado el Roma. Bar Restaurante sencillo de apariencia. Buena calidad a un precio fantástico. Al llegar a las 14:45 estaba lleno y con cola, ocho mesas delante nuestro. Hemos decidido esperar y tomarnos unas bravas con una caña, agua y nestea. La espera se ha hecho corta gracias a las bravas que estaban deliciosas. En poco más de media hora nos hemos sentado. Para comer, un bocadillo Roma, una tostada de bacalao y escalibada y una ensalada César. Los platos muy generosos y todo de buena calidad. El precio 28€, menos de 10€ por persona incluidas las bravas y la bebida del principio.\nGran descubrimiento.;2019-05;4;
11. Roma Lleida;Jmcardet;Las mejores bravas de Lleida;He estado varias veces comiendo patatas bravas,en mi opinión son las mejores de Lleida,las raciones son muy generosas,por lo que hay que ir dispuesto a comer de verdad;2019-02;4;Muchas gracias por dejar su opinión y por repetir para degustar nuestras bravas. Hasta la próxima.
11. Roma Lleida;Mari Carme M;Tapeando;Fuimos aprovechando una visita a un centro hospitalario cercano,estaba casi lleno ,cenamos unas tapas calentes ,calamares ...y las famosas patatas bravas ,Todó muy bueno,hecho al momento con calidad ,és un bar de toda la vida ,racciones abundantes y todó muy casero.Los bocadillos para llevar de muy buen tamaño.;2019-04;4;Gracias Mari Carme M por sus palabras, encantados de que le gustara todo. Nos vemos pronto.
11. Roma Lleida;BLANCA t;Perfecto,todo buenisimo;Fuimos a cenar por las opiniones y la verdad que no defraudó. Todo estaba muy bueno,los platos son muy muy completos y el personal muy atento y amable. A la noche siguiente,volvimos otra vez. Calidad precio muy bien.\nPedimos tres platos y el chico nos recomendó que sería mucho y menos mal que le hicimos caso.\nHabia mucha gente,pero no tuvimos que esperar mucho,sirven muy rapidos\nSi volvemos,repetiremos,seguro;2019-04;5;Gracias por su comentario BLANCA t y por venir dos veces en un mismo dia, agradecemos su confianza. \n\n\nAl venir con hambre, se peca de pedir mucho y no poder con todo por eso avisamos de que las cantidades son generosas para que no sobre mucha comida.\n\n\nNos vemos pronto. Un saludo
11. Roma Lleida;Mar_a_FSevilla666;Calidad-Precio un 10;Es barato con cantidad.\nHe probado Patata Brava, chipirones a la plancha, esqueixada. \nEstaban buenas todas.\n\nEs cierto q Brava trae las patatas blanditas y no estan crujientes. Pero pienso q ellos lo hacen la forma tradicional. Las coce 1º y luego las corta y las frien...\nEstaban buenisimas!\n\nEn general pienso q como entran muchos clientes y salen muchos platos, la materia prima esta fresca siempre.\n\nLa mediana d estrella galicia a 1,7€.\nPatata brava a 4€( con bastante cantidad)\n\nEso si, la servicio un poco caotico y la chica de pelo morao es antipatica y ciesa.\nSin embargo el camarero y otra camarera guapetona son simpatiquisimos agradables.\n\nEs un bar, no es retaurante pero son buenos y baratos y tiene cantidad\n\nVolveremos para probar mas platos.\n. \n\n;2019-04;4;Gracias por su comentario. Decirle que se acerca mucho a la elaboración de nuestras patatas bravas pero..... le invitamos a que venga otra vez para que pueda acercarse un poco mas o acertar!!! \n\nLo que comenta del servicio, si que es verdad que cuando hay tanta gente el servicio puede ser un poco caótico y le pido mil disculpas. La chica del pelo morado ya le digo yo que no es nada antipática, todo lo contrario pero como le comentaba antes si el servicio nos desborda es complicado atender a los clientes de la manera correcta.\n\nGracias por la confianza y le esperamos a la próxima. Un saludo
11. Roma Lleida;geo0rge;Ves...;"A todos aquellos que dicen que sus bravas son las mejores de Lleida.....nose, hay sitios mucho mejor dónde comerse unas bravas bien hechas. Las de aquí nl estan mal, pero no matan. Al igual que los huevos estrellados o las tiras de pollo.\n\nEl local es mega ruidoso,tienes que gritar para hablar con los de tu mesa. Sigue igual que hace 10 años. \n\nEl servicio hace lo que puede. Solo eran 3 personas (una cuarta no habría sobrado) y estaban un poco empanados/estresados.\n De hecho no nos hemos comido postre porqué después de más de 15 minutos esperando a que nos pidiera nos hemos levantado. Entonces ha preguntado ""ah,os vais sin postre?"" ...\n\nEl precio bien, económico.\n";2019-04;2;Gracias geoOrge por su comentario. Si que es verdad que la faena cuando se nos desborda es complicado atender al 100% a los clientes y le pido mil disculpas. La comida a cada uno le puede gustar mas o menos e intentamos que le guste a todo el mundo pero es complicado. Le esperamos a la proxima que seguro que sale mas satisfecho. Gracias
11. Roma Lleida;Beatriz L;patatas riojanas🤤;Tienes k probar las patatas riojanas están buenísimas como todo lo demás,es un sitio para visitar aunque recomiendo llamar antes pk siempre está lleno.;2019-01;5;Gracias Beatriz L por su comentario, encantados de que le gustaran nuestras patatas Riojanas. Hasta la proxima.
11. Roma Lleida;estrellav2019;Muy, muy recomendables sus patatas bravas.;Patatas bravas buenísimas. Local peculiar, más bien “vintage”, mesas y sillas de las de antes. Esta siempre a tope. Mu buen precio.;2019-03;4;Le agradecemos su comentario estrellav2019. Contentos de que le gustasen nuestras bravas. Gracias
11. Roma Lleida;raimon73;LO CERTIFICO LAS MEJORES BRAVAS DE LLEIDA;Fui expresamente a probar las famosas bravas, media ración, excelentes, la patata buenisima, ni aceitosa, ni pastosa, el allioli potente y la salsa brava buena sin pasarse de picante, un 10, y nos pedimos otra media ración, ahhh el precio baratisimo, pues nada les felicito, despues de tantos años siguen en la misma linea.;2019-03;5;Muchas gracias raimon73 por su comentario. Agradecemos su felicitacion. Hasta la proxima!!!
11. Roma Lleida;pacogrclpz;Genial!!;Una auténtica locura!\nNo apto para indecisos hay muchísima variedad,\nlas mejores bravas de Lleida y el servicio y atención del personal ya no te cuento....un lugar entrañable y con mucho sabor;2019-03;4;Mil gracias pacogrclpz por su buen comentario y mencionar el servicio y la atencion. Nos vemos pronto!!
11. Roma Lleida;Pauli1979;Las mejores bravas;Quieres comer unas bravas, pues Roma el mejor sitio. Tienen mucha variedad de tapas pero nosotros vamos siempre cuando nos apetece comer bravas;2018-12;4;Gracias Pauli1979 por su comentario, le agradecemos la comfianza. Hasta pronto
11. Roma Lleida;marydW2782BH;De tapeo;Un buen lugar para ir a hacer una tapas o un bocata, raciones tremendas ,buen precio y trato muy familiar.;2019-02;5;Gracias marydW2782BH por sus palabras. Nos vemos pronto!!
11. Roma Lleida;ADELGISA;Patatas bravas superiores;Ustedes saben lo que es comerse unas patatas bravas que están blanditas con una salsa por encima en su justo punto de picor. Es una armonía de sabores en una melodía sin estridencias. La ración generosa, aunque como está tan buena sabe a poco. Las mejores bque he comido Ben mi vida y eso que he viajado bastante m recomendable no, obligatorio.;2018-12;4;Que gran comentario!!!! Mencanta!!! Muchas gracias por dedicar unos minutitos para expresar su emocion. Nos vemos pronto ADELGISA!
11. Roma Lleida;Jdmunozc;Comida muy buena y abundante;Paramos en Lleida da camino a Pamplona para tomar la comida, y fue excelente! El primer plato de macarrones con setas en salsa de queso estuvo delicioso, y fue devorado por nuestros hijos. Los segundos platos, asado de tira y pescado en salsa de mantequilla, camarones y espárragos, estuvieron de muy buen sabor y muy abundantes. En especial, me encantó el pescado! Las patatas bravas responden a la buena fama: muy ricas. Fueron muy amables y nos dieron mesa después de una corta espera en el momento más ajetreado, cuando todos los vecinos y comensales regulares acudían a comer. ;2019-01;5;Gracias Jdmunozc por dedicar uno minutos para valorar y dar tu opinion, se lo agradecemos mucho. Y que sus palabras sean tan buenas hacia nustro establecimiento. Si pasa otro dia por Lleida estaremos encantados de que nos vuelva a visitar. Hasta la proxima
11. Roma Lleida;Isarunaway;Muy buenas bravas;Bar/restaurante, en el que te sirven con amabilidad y rapidez. Muy buenas las papas bravas y las torradas.;2018-12;4;Gracias 22Fran por sus buenas palabras, seguimos trabajando para que todo salga a gusto del cliente. Hasta la proxima!!!
11. Roma Lleida;MarcSelgas;Descubrimiento;Lugar fantástico para ir en grupo. Comida tradicional impresionante. Tapas, bocatas y tostadas enormes. Las patatas bravas son un lujo y las tostadas con embutido deliciosas.;2019-01;5;Gracias MarcSelgas por dedicar unos minutos en valorar nuestro establecimiento y que sea tan positivamente. Le esperomos pronto
11. Roma Lleida;Laura O;Las mejores bravas;Hacia tiempo que no ibamos y que decir por suerte nuestra que se mantiene la receta de siempre en sus patatas simplemente geniales y el allioli espectacular;2018-12;5;Gracias Laura O por su comentario,desde la direccion de bar Roma ,agradecemos mucho sus palabras. Hasta la proxima
11. Roma Lleida;NataliaVG27;Las mejores patatas bravas de Lleida;La atención es estupenda, siempre está lleno! Hay que ir con antelación o reservar mesa, la comida es muy buena y de muy bien precio! Es obligatorio probar las patatas bravas! ;2018-12;5;Muchas gracias por dejar su comentario Natalia VG27. Nos alegramos mucho de que todo fuera de su agrado. Nos vemos pronto.
11. Roma Lleida;viajeeroo;cena de tapas;fuimos a cenar un sábado, el restaurante es bastante antiguo y sencillo recomiendo que reserves porque esta siempre lleno pedimos cuatro tapas para dos y estaban todas muy buenas, el servicio muy bien y en general bien repetiré seguro.;2018-12;4;Gracias por dejar un comentario y que todo le parecio bien. Seguimos trabajando. Hasta la proxima!!!!
12. Pizzeria La Bufala;Basque92;Cenar en lleida;Buen sitio para comer/cenar pasta o a elegir entre su variedad de la carta, trato estupendo y bien organizado. Es probable que se necesitar reserva los fines de semana;2019-10;5;
12. Pizzeria La Bufala;missnass;Pizza a la basura.;Pedimos dos pizzas para recoger.\nDespués de cobrarnos 22€ por dos pizzas, algo bárbaro para la calidad pésima del producto.\nCuando llegamos a casa, las pizzas eran incomibles.\nLa masa cruda, fría y dura.\nLa “mozzarella” NO es nozzarella.\nEl tomate casi no se aprecia.\nLa peor pizza que haya comida jamás.\nUn absoluto fraude.;2019-10;1;
12. Pizzeria La Bufala;franciscojoaquin2017;Cena con mi mujer;Hemos estado ya bastantes veces y todas hemos salido muy satisfecho de todo ,tanto servicio como la comida y el lugar nos gusta, seguro que volveremos.;2019-10;4;
12. Pizzeria La Bufala;Anskary;Comida para llevar;Las pizzas están buenas, se ve todo limpio. El trato es muy bueno y el propietario simpático y amable. Las cantidades son generosas. Quizás el precio un poquito elevado. ;2019-10;4;
12. Pizzeria La Bufala;gemmamR6493YT;A tener en cuenta;Situado en una zona algo mas alejada del centro. Probamos pizza, pasta y un entrante, raciones abundantes. Fuimos con niños pequeños, fueron muy atentos. Un lugar agradable.;2019-08;4;
12. Pizzeria La Bufala;carlost29;Pizzas ricas;Visitado un par de veces, mejor reservar hay bastante gente. Las pizzas están muy ricas, personal amable, el local está bien pero al ir sin reserva nos tocó cenar en la terraza. Un par de pizzas, cervesas y agua más un postre, poco más de 30€\n ;2019-08;4;
12. Pizzeria La Bufala;423gerardp;Una grata sorpresa;Paramos a comer en familia, pedimos el menú. Muy correcto, la pizzas y la ensalada buenas. El \nlocal esta bien decorado y muy limpio. El servicio muy atento.\nUn buen local para comer una pizza ;2019-07;5;
12. Pizzeria La Bufala;CloeChar;Cena magnífica;Desde la entrada hasta el postre, todo riquísimo, con mucho sabor y muy buena presentación. Porciones generosas y servicio ejemplar. Sugerencias del camarero Dany excelesentísimas, muy buena atención. Uno de los mejores sitios en Lleida.;2019-07;5;
12. Pizzeria La Bufala;MariaCastellon;Buena comida y en grandes cantidades;Fuimos a comer un grupo de amigos y nos sorprendio lo abudantes que eran los platos. Las pizzas muy buenas y grandes. Tienen opcion sin gluten y en pizzas y pasta.;2019-07;5;
12. Pizzeria La Bufala;som137al;Buen menu y todo apto para celiacos;Fuimos un dia entre semana y cogimos el menú diario. Uno de los comensales era celiaco. Todos los platos del menu se adaptan sin gluten. \n\nAl sentarte siempre traen un aperitivo. El menú diario consta de primer plato y segundo. Los primeros acostumbran a ser ensaladas y los segundos pasta o pizza.\n\nLos platos a escoger son entre 4 primeros y 4 segundos. \n\nLa comida es muy buena y elaborada.\n\nEl servicio son muy amables y atentos.\n\nMuy recomendable;2019-06;4;
12. Pizzeria La Bufala;imma0jer;Excelente;Cena de amigos, buen trato del personal.\nPlatos buenisimos y de gran calidad y cantidad.\nCalidad-precio perfecto. Amplitud entre mesa y mesa, lugar tranquiloy bien situado;2019-05;5;
12. Pizzeria La Bufala;carrmeg g;Fantastico;Exelente comida ,italiana de verdad , muy atentos,trato inmejorable! Un local muy limpio y con espacio.;2019-05;5;
12. Pizzeria La Bufala;Laura L;2,30 Para una pizza;Ahora entiendo porque estaba vacío y no entro nadie en las casi cuatro horas que estuvimos... Seguro que os acordáis, llamemos para reservar un miércoles 12 personas y nos pusisteis en una pequeña sala.. De las pizzas nada que decir una pizzas artesanas y bien. Pero 2h para hacerlas??? Y se os olvida una?? Cuando las 11 personas estábamos acaban llega la 12 y última pizza muy mal... NO TENÍAIS A NADIE!!! NO QUIERO SABER CUANDO ESTÉIS LLENOS... ;2019-04;1;Buenas noches,\nAl leer su opinión, nos dimos cuenta de una cosa muy importante...sin lugar a dudas os estáis equivocando de restaurante !!!! Si me lo permiten os explicaré el porqué.\nEn primer lugar, no....no nos acordamos de ustedes y controlando las ultimas reservas de los miércoles no nos resulta ninguna reserva de 12 personas.\nEn 25 años de profesión , nunca y repito nunca hemos tardado 2 horas y media para servir 12 pizza, por cierto, afortunadamente nunca hemos tenido el local vacío y menos un miércoles, día en el cual practicamos una oferta de la pizza, cosa que nos trae mucha clientela.\nOtra cosa, no disponemos de ninguna sala aparte, por pequeña o grande que sea.\nPodemos presumir de un servicio de calidad y sobretodo rápido.\nOs ruego, por favor, poneros en contacto con la pagina de Tripadvisor para comunicar el fallo ya que una opinión negativa nos perjudica mucho.
12. Pizzeria La Bufala;javiwamp3;Todo genial;La pizzeria es muy acogedora y bonita. El trato que hemos recibido (hemos ido en diversas ocasiones) es excepcional, siendo todos los que alli trabajan muy atentos y simpaticos. Ademas, a lo que vamos, se come genial y a un precio muy asequible. \nPara repetir sin duda alguna (y asi lo haremos);2019-04;5;
12. Pizzeria La Bufala;Mapachito_00;Fantástico menú, carta y personal;"Restaurante italiano fuera de lo convencional de cadenas conocidas italianas. Realmente casero y en algunos casos innovador,sin seguir patrones que quizás estén ""muy normalizados"" en las cartas de dichas cadenas. Sabor y calidad a partes iguales.\nAtención normal pero en cuanto repites te sientes en casa...sois estupendos,chicos!";2019-03;5;
12. Pizzeria La Bufala;739_scard;De las mejores pizzerías en Lleida;"Local agradable. Servicio rápido y atento. Las pizzas, muy buenas, de tamaño generoso y servidas en poco tiempo. Los postres también excelentes, sobretodo la tarta de queso. Relación calidad-precio inmejorable. Por poner un ""pero"", que diría que no tiene terraza (no estoy seguro!) y ahora que viene el buen tiempo, apetece! Aún así, todo perfecto!";2019-03;5;
12. Pizzeria La Bufala;monicapemu;Pasta muy buena y local muy agradable;Restaurante italiano, con platos muy buenos y gustosos. Los platos de pasta son exquisitos. Y los postres también.;2019-03;5;
12. Pizzeria La Bufala;bipos;Para repetir;Stio luminoso, carta variada, personal amable y correcto, comida buena, pasta al punto (algo complicado en la mayoria de los sitios), cantidades generosas y sabor bueno y a un precio correcto\n\nRestaurante amigable donde pudes saborear platos al estilo italiano (se nota la huella italiana del propietario)\nPara repetir;2019-03;4;
12. Pizzeria La Bufala;crisgt84;Menú mediodía competitivo;Fuimos con los compañeros de trabajo a celebrar un cumple, un jueves mediodía.\nComimos el menú mediodía 11€\nMenú asequible y correcto\nVarios platos de primeros y segundo, postre incluido y bebida.\n\nNos gustó!\nMuy buen gusto con la decoración\n\n;2019-02;4;
12. Pizzeria La Bufala;TrailBlazer751880;Bien;Ubicación: bien, hay sitio cerca para aparcar\nLocal: pequeño pero bien decorado, me gustó\nPersonal: educados y amables, bastante atentos\nComida: e comido pizzas muy mejores y a mejor precio, nada que destacar. Normal sin más.\nEl coulant no era un coulant, llevaba el chocolate por encima y muy pastoso\nPrecio: un poco elevado pero nada exagerado.\nRecomendable? Pues no se que decir.\nPd: ponen un aperitivo que estaba muy rico.\n;2019-02;3;
12. Pizzeria La Bufala;Xrlleida;Perfecto;Lugar acogedor, menú diario con muy buena relación calidad/precio.\nExcelente y abuntade comida en platos a la carta, perfectos para compartir.\nBuana atención del personal y zona. Muy buena para estacionar vehículo.\nGran vitrina en el comedor que da muy buena luz al comedor y lo hace muy acogedor...;2019-02;5;
12. Pizzeria La Bufala;oscars476;Muy bueno;Fuimos a cenar tres familias y estuvimos muy bien atendidos. Las raciones de pasta abundantes, las pizzas muy variadas...personalmente me pedí una pasta con pera que me sorprendió y me gustó mucho. Tienen dos turnos para cenar a las 20:30 y 22:30. Tengo ganas de volver para probar más platos ya que como he dicho tienen gran variedad de pastas y pizzas. ;2019-01;4;
12. Pizzeria La Bufala;cyrilm388;Super!!;Excellente pizzeria. Tres bons produits,pizza généreuses. Un accueil chaleureux avec un service irréprochable. On s'y sent tres bien.Sans oublier le cadre qui est très sympathique et des prix plus que correct.Une bierre pression(33cl),deux pizza,une bouteille de vin,deux desserts pour une addition de 45€.\nJe recommande vivement;2019-01;5;
